# Taxa	W1	W10	W11	W12	W13	W14	W15	W16	W17	W19	W2	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W3	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W4	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W5	W50	W51	W52	W53	W54	W55	W56	W57	W58	W59	W6	W60	W7	W8	W9
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Chthoniobacterales_D_4__Terrimicrobiaceae_D_5__FukuN18 freshwater group	0	0	0	0	0	0	0.005639098	0	0.003992016	0	0	0	0	0.003841229	0	0	0	0	0	0	0	0	0	0	0	0	0.004361371	0	0	0	0	0	0	0.007518797	0.01037464	0	0	0	0.012149533	0.008397481	0.005578801	0	0	0.002242152	0	0.004282655	0.005211349	0.003705228	0.00619195	0.007002188	0.004166667	0	0	0.009708738	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Methylophilaceae_D_5__Methylotenera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__Saccharimonadia_D_3__Saccharimonadales_D_4__uncultured bacterium_D_5__	0	0.003952569	0	0	0	0	0	0	0	0.004844291	0	0	0	0	0	0	0.006730769	0	0.00619195	0.005319149	0	0.004595588	0.006349206	0	0	0.006485849	0.004984424	0	0.004784689	0	0.00805234	0	0	0	0	0.0042337	0.005898367	0.003712871	0	0	0.00348675	0.005744375	0	0.006726457	0	0	0	0.005351997	0.000773994	0	0	0	0	0.003236246	0	0	0.004395604	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Clostridiaceae 1_D_5__Clostridium sensu stricto 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Ruminococcaceae_D_5__Ruminiclostridium 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001963351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Nitrospirae_D_2__Thermodesulfovibrionia_D_3__uncultured_D_4__uncultured prokaryote_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Actinobacteria_D_3__PeM15_D_4__uncultured actinobacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010023585	0	0	0	0	0	0	0	0	0	0	0	0.011138614	0	0	0	0.008137865	0	0	0	0.012312634	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Chitinophagales_D_4__Chitinophagaceae_D_5__Dinghuibacter	0	0.009881423	0	0	0.010185185	0	0	0	0	0	0	0	0	0	0.001873829	0	0	0	0	0	0.002857143	0.009191176	0	0	0	0	0	0	0	0	0	0.001146789	0	0	0	0	0.003176044	0	0.012149533	0	0	0	0.003508772	0	0	0	0	0.00205846	0	0	0	0	0	0	0.004496403	0	0	0	0
D_0__Bacteria_D_1__Cyanobacteria_D_2__Melainabacteria_D_3__Gastranaerophilales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001249219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001503759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Syntrophobacterales_D_4__Syntrophobacteraceae_D_5__Syntrophobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__Gracilibacteria_D_3__uncultured bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000773994	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes BD2-2___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001308901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Holophagae_D_3__Holophagales_D_4__Holophagaceae_D_5__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Chthoniobacterales_D_4__Xiphinematobacteraceae_D_5__Candidatus Xiphinematobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Hyphomicrobiaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Heliobacteriaceae_D_5__Hydrogenispora	0	0	0	0	0	0	0	0	0	0.001384083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001412429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 18_D_3__uncultured Acidobacteria bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Acidimicrobiia_D_3__Microtrichales_D_4__Microtrichaceae_D_5__IMCC26207	0	0	0	0	0	0	0	0.004694836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012316716	0.002516356	0	0	0.005639098	0	0	0	0	0	0	0	0	0.006516291	0	0	0	0	0.007410457	0.00619195	0	0	0	0	0	0	0.004048583	0	0	0
D_0__Bacteria_D_1__Planctomycetes_D_2__Planctomycetacia_D_3__Planctomycetales_D_4__uncultured_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003626473
D_0__Bacteria_D_1__Cyanobacteria_D_2__Oxyphotobacteria_D_3__Nostocales_D_4__Nostocaceae_D_5__Nostoc PCC-7524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Aminicenantia_D_3__Aminicenantales_D_4__metagenome_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001246106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Thermoleophilia_D_3__Gaiellales_D_4__uncultured_D_5__uncultured prokaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Rhizobiales Incertae Sedis_D_5__Phreatobacter	0	0	0.004645761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001963351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Ga0077536_D_4__metagenome_D_5__	0	0	0	0	0.001851852	0.002191381	0.003759398	0	0	0.002768166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002516356	0	0	0	0	0	0.002268603	0	0	0	0	0	0	0	0	0	0	0.002470152	0.004256966	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Limnobacter	0	0	0	0	0.008333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009191176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007659167	0	0	0	0	0	0.005351997	0	0	0	0	0	0.007011866	0	0	0	0	0
D_0__Bacteria_D_1__Rokubacteria_D_2__NC10_D_3__Methylomirabilales_D_4__Methylomirabilaceae_D_5__Sh765B-TzT-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_________	0	0.002964427	0.012775842	0.017564403	0	0.007304602	0.004699248	0.011737089	0	0.01384083	0	0	0.002298851	0	0	0.002877698	0	0	0	0	0	0.004595588	0	0.005235602	0.01030303	0	0	0.018361582	0	0	0	0.004013761	0	0	0.001729107	0	0.003629764	0	0	0.006298111	0	0.004308281	0.003508772	0.003363229	0.00974026	0.004817987	0.001737116	0.003705228	0.003482972	0.006126915	0.003571429	0	0	0.005393743	0.009892086	0	0.013186813	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__ST-12K33_D_5__uncultured Sphingobacteriia bacterium	0	0	0	0	0	0.007304602	0	0	0	0.006920415	0	0	0.003065134	0.005761844	0.004996877	0	0.004807692	0	0.003869969	0	0	0	0.006984127	0.005890052	0.004848485	0	0	0	0	0	0.007549069	0	0	0	0.004034582	0.00592718	0.00862069	0	0	0	0.00488145	0.003829584	0	0.007847534	0	0	0	0.002470152	0	0.003063457	0	0	0.004878049	0	0.005395683	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Coxiellales_D_4__Coxiellaceae_D_5__Coxiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001920615	0	0	0.003846154	0	0	0	0	0.001838235	0	0	0	0.002948113	0	0	0	0	0	0	0	0	0.002305476	0	0	0	0	0	0	0	0	0	0.00487013	0	0.001737116	0.004940305	0	0.003063457	0	0	0	0	0	0.004048583	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Opitutales_D_4__Opitutaceae___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004559271	0	0	0	0	0	0	0.004361371	0	0	0.008797654	0	0.008027523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Acidobacteriia_D_3__Solibacterales_D_4__Solibacteraceae (Subgroup 3)_D_5__Paludibaculum	0	0	0	0	0	0.002921841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002625821	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Ignavibacteriales_D_4__PHOS-HE36___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Patescibacteria_D_2__ABY1_D_3__Candidatus Magasanikbacteria_D_4__Candidatus Magasanikbacteria bacterium RIFOXYD1_FULL_40_23_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Verrucomicrobiales_D_4__Verrucomicrobiaceae_D_5__Prosthecobacter	0	0	0	0.014051522	0	0	0	0	0	0	0	0	0	0	0.007495315	0.010791367	0	0	0	0.012917933	0	0	0	0	0.006666667	0.008254717	0	0	0.006578947	0	0.005535984	0	0.00505476	0	0	0	0.003629764	0	0.008411215	0	0.0041841	0.008137865	0	0	0	0	0	0	0.004643963	0	0	0	0	0.006472492	0	0	0.008791209	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Myxococcales_D_4__bacteriap25_D_5__uncultured Acidobacteriales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__KD4-96_D_3__uncultured Chloroflexi bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Dependentiae_D_2__Babeliae_D_3__Babeliales_D_4__uncultured bacterium_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhodobacterales_D_4__Rhodobacteraceae_D_5__Pseudorhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011896431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Kryptoniales_D_4__BSV26_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 17_D_3__uncultured soil bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Bacteroidetes vadinHA17_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__Deltaproteobacteria Incertae Sedis_D_4__Syntrophorhabdaceae_D_5__Syntrophorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Acetobacterales_D_4__Acetobacteraceae___	0	0	0	0	0	0	0	0	0.001330672	0	0	0	0	0	0.002498438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 6_D_3__uncultured Holophagae bacterium_D_4___D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Chloroflexi_D_2__Anaerolineae_D_3__Anaerolineales_D_4__Anaerolineaceae_D_5__UTCFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Deltaproteobacteria_D_3__SAR324 clade(Marine group B)_D_4__uncultured bacterium zdt-33i5_D_5__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhodobacterales_D_4__Rhodobacteraceae___	0	0	0.009291521	0	0	0	0	0.009389671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007142857	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Oceanospirillales_D_4__Halomonadaceae_D_5__HdN1	0	0	0.005807201	0	0	0	0.007518797	0	0	0	0	0	0	0	0	0.007913669	0.003846154	0	0.003095975	0.008358663	0	0	0	0	0.003636364	0.007665094	0.003738318	0	0	0	0	0.009174312	0	0	0	0	0	0.004950495	0	0	0	0.004786979	0.004010025	0	0	0.003211991	0	0.005351997	0.005417957	0	0	0.00287977	0	0.008090615	0	0.002313476	0.005494505	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 6_D_3__uncultured bacterium_D_4___D_5__	0	0	0	0	0.006481481	0.009495982	0	0.005868545	0	0.007612457	0	0	0	0	0	0.008633094	0	0	0	0	0.006285714	0	0.005079365	0	0.005454545	0.007075472	0.008099688	0	0	0	0	0.009174312	0	0	0.008645533	0	0.006352087	0	0	0	0	0.006701771	0.006516291	0	0	0	0.005211349	0.005763689	0.00503096	0	0	0.003599712	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__env.OPS 17_D_5__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005755396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002872188	0	0	0	0	0	0	0.003869969	0	0.004761905	0	0	0.008629989	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002492212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Methylococcales_D_4__Methylomonaceae_D_5__pLW-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Defluviitaleaceae_D_5__Defluviitaleaceae UCG-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Ignavibacteriales_D_4__LD-RB-34___	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales______	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Family XIII_D_5__[Eubacterium] brachy group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Verrucomicrobia_D_2__Verrucomicrobiae_D_3__Verrucomicrobiales_D_4__Verrucomicrobiaceae_D_5__Brevifollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002932551	0	0	0	0	0	0	0	0.009282178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Bacteroidales_D_4__Prolixibacteraceae_D_5__Roseimarinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Ignavibacteria_D_3__Kryptoniales_D_4__BSV26_D_5__uncultured prokaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Bacteroidetes_D_2__Bacteroidia_D_3__Sphingobacteriales_D_4__KD1-131_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001869159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Firmicutes_D_2__Clostridia_D_3__Clostridiales_D_4__Ruminococcaceae_D_5__Sporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Alteromonadales_D_4__Alteromonadaceae_D_5__Rheinheimera	0.014973262	0	0.00232288	0	0	0	0	0	0	0	0	0	0	0	0.001873829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Planctomycetes_D_2__Planctomycetacia_D_3__Pirellulales_D_4__Pirellulaceae_D_5__Rhodopirellula	0	0	0	0	0.002777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0.004385965	0	0	0.003629764	0	0	0.00419874	0.00209205	0	0	0	0	0.003211991	0	0.002881844	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Actinobacteria_D_2__Thermoleophilia_D_3__Solirubrobacterales_D_4__Solirubrobacteraceae_D_5__Conexibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004237288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005513784	0	0	0.005888651	0.008106543	0.003705228	0	0.001750547	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Xanthomonadales_D_4__Xanthomonadaceae_D_5__Arenimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Acidobacteria_D_2__Subgroup 6_________	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Epsilonbacteraeota_D_2__Campylobacteria_D_3__Campylobacterales_D_4__Arcobacteraceae_D_5__Arcobacter	0.002139037	0	0	0	0	0	0	0.001760563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001173021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001070664	0	0	0.001934985	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__A0839_D_5__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
